Date|Active Users|Favorites|Total Visits|Date Created|Last Updated|Server Size|Genre|Title|Creator|gameID|Category|URL|Description
2022-07-05 01:42:11|4499|26883|2.0M+|6/21/2022|7/5/2022|8|All Genres|Gumball Factory Tycoon 🍬By rep rep|rep rep|9976239895|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=ada58a6a-3640-43e2-9b87-80fc7444abaa&PageType=Games&PlaceId=9976239895&Position=3&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-07-05T06:42:04.521Z|🌟 TWO FEATURES WERE ADDED - AUTO COLLECT AND ADDING GUMBALL VALUES! CHECK THEM OUT IN THE SHOP! ✨USE CODE MOARMONEY FOR 2X OF YOUR CASH AND TWO MINUTES OF SUGAR RUSH! 🎆USE CODE 4THOFJULY FOR AN UPGRADER FIREWORK AND A MINUTE OF SUGAR RUSH! 🎉NEXT CODE IS AT 15K LIKES! 🍬Gather gumballs from the gumball machine on the way down to your factory! Purchase different flavors in order to earn more money! Be sure to give it a 👍 and favorite for more EXCITING updates on the way! If your gumballs are stuck in a spiral loop hit the Unstuck button at the left of your screen! This will remove all gumballs from your factory to clear all possible complications. 💖This idea was created thanks to the inspiration of Fruit Juice Tycoon: Remastered! @Quark_WF
2022-07-05 01:42:12|2609|259308|22.4M+|7/22/2021|7/5/2022|6|All Genres|[🧨JULY 4TH🧨] Spin the BottleBy Skum Studio|Skum Studio|7133467811|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=ada58a6a-3640-43e2-9b87-80fc7444abaa&PageType=Games&PlaceId=7133467811&Position=1&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-07-05T06:42:04.520Z|Welcome to Spin the bottle! ------------------------------------------------------------------------------------- ✨ JULY 4TH update! ✨ ADDED MORE TO THE UPSTAIRS!!!! - just decorations Woah.. are those fireworks going off outside NEW DECORATIONS!!! NEW SUIT YAYYY!!! ------------------------------------------------------------------------------------- The rules are simple: - 💫Spin the bottle - 😵Pick a victim - ⚠️Try to survive 💀Spin the bottle is the perfect game play with friends for a tense and thrilling experience as your life depends on your friends decisions. ⏰ Try and relax! It could be over in a matter of seconds - 1/30 chance to get the exclusive Quick fire game mode NOTES: - If you feel like you have a great idea for the game leave a comment in the group wall. - Game requires 2 people to start
2022-07-05 01:42:13|1284|176613|11.3M+|5/6/2022|7/3/2022|40|Horror|social experimentBy vintage mens clothing|vintage mens clothing|9559194006|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=ada58a6a-3640-43e2-9b87-80fc7444abaa&PageType=Games&PlaceId=9559194006&Position=30&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-07-05T06:42:04.526Z|be subjected to various experiments to judge your behavior in the your final moments. players do not respawn leaving the game will not save you
2022-07-05 01:42:13|1088|138991|34.4M+|9/3/2021|7/3/2022|30|All Genres|[🌊Summer!] Arena : Tower Defense!By ArenaDev|ArenaDev|7396774756|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=ada58a6a-3640-43e2-9b87-80fc7444abaa&PageType=Games&PlaceId=7396774756&Position=8&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-07-05T06:42:04.522Z|Summer has arrived and the Hybrid Cafe has prepared a special event! Take on the Hydra Witch and buy limited time skins! Arena : Tower Defense is in Beta stage. You may find some bugs around here so take this spray to protect yourself. In an apocalypse of Void zombies; Rubies Amethysts and all in between must join hands to defend their own people against the horde. These guys are strong. You prepared for this? Defend your town using various towers ranging from Rubies Amethysts Hybrids and Guardians. Play with friends on a wide variety of maps and difficulties. If youre up for the challenge stay a little longer and meet one of the most powerful voids.. Greatness provided by ArenaDev. Icon/Thumbnail Artwork made by @Caseyrl1
2022-07-05 01:42:14|1571|12820|2.5M+|6/5/2022|7/3/2022|20|Fighting|[BETA] Hood CustomsBy Hood Customs Entertainment|Hood Customs Entertainment|9825515356|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=ada58a6a-3640-43e2-9b87-80fc7444abaa&PageType=Games&PlaceId=9825515356&Position=17&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-07-05T06:42:04.523Z|⚠️the game is still in beta expect alot coming!⚠️ ⚠️exploiting will lead to a wipe and ban the second ban is permanent!⚠️ ⚠️leaving the game while being in a match will ban you for 5 minutes!⚠️ ❗[there is a rare chance of getting coins by winning matches!] ❗ - fight the best of the best da hoodians inb this game! - collect weapons and tags - hang out with friends - get better at aiming in Da Hood press Q/Pad Up to dash. inspired by streets customs.
2022-07-05 01:42:14|703|10488|828.6K+|11/5/2021|7/5/2022|7|All Genres|🐝 Beekeepers! [🔨 BUILDER UPDATE]By Beekeepers!|Beekeepers!|7905476552|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=ada58a6a-3640-43e2-9b87-80fc7444abaa&PageType=Games&PlaceId=7905476552&Position=18&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-07-05T06:42:04.524Z|Welcome to the world of Beekeepers! Start your hive and venture out into a land of fields butterflies caterpillars and more! Upgrade your equipment build your hive and become the best beekeeper around! 🔨 BUILDER UPDATE NEW: 🛠 Builders Workshop - Upgrade your equipment unlock teleporters and help out Builder Butterfly! 🐝 25 Bee zone - Purchase all new magical equipment! ✨ Mana Caves - Explore the dark caves and unlock secrets Credit: @svinkasmee - Developer - Programming Modeling Texture Art @BK_train - Contributor - Modeling @Defonerb - Contributor - Balancing
2022-07-05 01:42:15|2611|190890|12.2M+|11/20/2021|6/27/2022|100|FPS|[NEW MAP + MENU] Michaels ZombiesBy Pack-A-Punch|Pack-A-Punch|8054462345|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=ada58a6a-3640-43e2-9b87-80fc7444abaa&PageType=Games&PlaceId=8054462345&Position=12&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-07-05T06:42:04.522Z|[ALPHA 1.3.0] Michael was displeased with you and placed you inside his Zombies pocket dimension. Will you be able to survive his wrath? Fight against endless waves of zombies alone or with friends! Game inspired off the Zombies mode from the Call of Duty franchise. Controls: Interact - [F] / [Button X] Shoot - [Left Mouse] / [Right Trigger] Reload - [R] / [Controller X] Aim Down Sights - [Q] / [Right Mouse] / [Left Bumper] Swap Weapons - [1] [2] [3] [Scroll Wheel] / [Button Y] Sprint - [Left Shift] / [Left Joystick Button] Crouch / Slide - [C] / [Left Control] / [Button B] Knife - [V] / [Right Joystick Button] Grenades - [G] / [Right Bumper] Settings - [P] / [DPad Down] Enjoy! This game is in ALPHA so expect some bugs and glitches. We are patching and fixing them as fast as we can find them. Created by Kyles45678 and 1Joeb Michael model created by AshCr4ft
2022-07-05 01:42:15|1336|48126|3.1M+|10/26/2021|7/4/2022|8|All Genres|[BOSS BATTLE] 🌊 Sea Cleaning SimulatorBy TeamSeas|TeamSeas|7839440834|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=ada58a6a-3640-43e2-9b87-80fc7444abaa&PageType=Games&PlaceId=7839440834&Position=10&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-07-05T06:42:04.522Z|Welcome to Sea Cleaning Simulator! 🌊 📢 As promised we donated the first week of earnings (& we added some on top). Thanks to you all together we donated $5700 to feeding America thats at least 57000 meals! 🚨 UPDATE 2 (BOSS BATTLE PART 1) 🚨 📢 This is part 1 of the boss battle update. Part 2 coming soon! 🗺️ New zone! 👾 Boss fight! 🐱 8 new pets! 🍃 Eco Chance gamepass! 🐞 Tons of bug fixes & QOL changes! 📅 COMING SOON 📅 🗺️ Another zone! 👾 MORE! HOW TO PLAY: ⛵ Buy unique boats 🌊 Use boats to collect trash from the sea 💰 Sell trash for coins 🧹 Fully clean zones before the timer for a big coin bonus 🚢 Upgrade or buy boats to collect trash faster 😻 Hatch & trade pets for sell multipliers & more strength 🤖 Buy Robots to collect trash automatically ♻️ Rebirth to increase your multiplier 🏆 Compete for a spot on the global leaderboards
2022-07-05 01:42:16|4937|259288|54.4M+|8/22/2021|7/4/2022|25|All Genres|[✈️UPDATE] Taxi BossBy Taxi Boss Group|Taxi Boss Group|7305309231|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=ada58a6a-3640-43e2-9b87-80fc7444abaa&PageType=Games&PlaceId=7305309231&Position=15&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-07-05T06:42:04.523Z|🚖Welcome To Taxi Boss🚖 Transport passengers race friends drift in the mountains and become the fastest taxi driver on Roblox. 💰 Use code START for 1000 bucks! 100K+ Likes! Use Code HUNDRED. Next at 120K! 🏁 In this city everyone needs a ride! 💸 Customers pay more the quicker they get to their destination! 🔧 Modify everything on your cars. Spoiler wheels lights colors and more! 🏠 Customize and upgrade your garage and display your best cars. 🚕 Become the best taxi driver in the city! 💎 Deliver better customers to their destination to make more money! Credits: olikus400 Bertik750 SamSpeedCz
2022-07-05 01:42:16|1946|39256|8.1M+|5/12/2022|7/4/2022|45|All Genres|Rift Royale 💥 [SNIPERS!]By Easy.gg|Easy.gg|9611595239|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=ada58a6a-3640-43e2-9b87-80fc7444abaa&PageType=Games&PlaceId=9611595239&Position=23&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-07-05T06:42:04.525Z|Rift Royale brings the classic Battle Royale experience to Roblox. Controls: [Shift]: Sprint [Tab]: Open Inventory [G]: Drop item [T or Middle Mouse]: Ping [E]: Interact [Q]: Aim Battle Royale. 💖 Easy Games
2022-07-05 01:42:17|7699|53266|8.1M+|5/28/2022|7/4/2022|35|All Genres|Sunsilk City 👩‍🦰 FREE UGC!By Sunsilk|Sunsilk|9746160797|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=ada58a6a-3640-43e2-9b87-80fc7444abaa&PageType=Games&PlaceId=9746160797&Position=20&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-07-05T06:42:04.524Z|🌟💇 5 FREE UGC HAIR! 1 hair dropping every day for the next 5 days! Explore SUNSILK City a world where nothing holds you back! 🎮 Play fun mini-games 👩‍🦰 customize your avatar and 📚 learn something new in the House of Skills. Whatever your ambition a new world is waiting for you! ✨ 💇Customize your avatar with thousands of hairstyle combinations in House of Hair. ✂️Run your own hair salon in Salonista. 🏁Race your friends on the ground in Sidewalk Superstars. 🌤️Chase your dreams by flying high in the sky in Dreamcatcher. 💨Fight angry clouds in Blow Them Away. 📚Discover a range of online courses in House of Skills!
2022-07-05 01:42:18|2449|54236|7.4M+|5/23/2022|7/5/2022|12|All Genres|【UPD 5 +💰⬆】The Ants Underground KingdomBy Micro Hotpot Studio|Micro Hotpot Studio|9705460681|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=ada58a6a-3640-43e2-9b87-80fc7444abaa&PageType=Games&PlaceId=9705460681&Position=22&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-07-05T06:42:04.524Z|The game is the first and only ants digging simulator to be officially licensed from The Ants Underground Kingdom! 🐜Ride on your queen and lead your army to collect food! ✨Upgrade your queen to multiply the tunnels! 💂Command various worker ants and soldier ants to increase your power! 📍Update 1.5 📍 ROUND MAP - 【MAP 9】Cloud Wonderland🌥️ - Improve some sound and volume - Fixed some Bugs - Previous Codes at Discord - 8000 LIKES Code：nerizknp The next code comes when 15000 Likes 💖Newcomers to Discord can contact the manager for another code.
2022-07-05 01:42:18|2205|223861|12.3M+|6/11/2017|7/4/2022|30|Adventure|Apocalypse Rising 2By Dualpoint Interactive|Dualpoint Interactive|863266079|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=ada58a6a-3640-43e2-9b87-80fc7444abaa&PageType=Games&PlaceId=863266079&Position=21&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-07-05T06:42:04.524Z|Apocalypse Rising 2 is now Free to Play! Find over 70 different weapons to fend off the Infected and hostile players in this open world survival shooter! Use a variety of cars trucks and boats to explore a diverse archipelago with up to five players in a group or on your own. Unlock unique cosmetics by finding secret locations special Boss Infected and random events like helicopter crash sites! VIP servers are available for FREE and allow players to have custom matches on a variety of maps! We will add more maps and expand on VIP servers in the future. Apocalypse Rising 2 is an Open Alpha! We have plans to release a completely new map in the future as well as many features and improvements. Changelog: https://devforum.roblox.com/t/apocalypse-rising-2-alpha-free-release-changelog-7012022/1853405 Join our chat server and follow Gusmanak on Twitter (link below) for updates and news about Apocalypse Rising 2s development!
2022-07-05 01:42:19|10934|31431|6.0M+|4/29/2022|7/5/2022|10|Adventure|[💰 UPD + 50% SALE] Tapping SimulatorBy Tapping Simulator by Zood Studios|Tapping Simulator by Zood Studios|9498006165|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=ada58a6a-3640-43e2-9b87-80fc7444abaa&PageType=Games&PlaceId=9498006165&Position=16&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-07-05T06:42:04.523Z|🖱️ Use the code UPDATE3 and 👍 LIKE 👍 the game for free taps boost! ✨ UPDATE 3 ✨ 🌩️ NEW ISLAND ⌛ 50% OFF ALL GAMEPASSES ⬆️ REBIRTH SHOP 🖱️ FREE AUTO CLICKER 🍀 Luck Event HOW TO PLAY: 🖱️ Tap to get taps! 📱 🐾 Hatch collect and trade/flex your MYTHICAL pets! 🔄 Rebirth to get a Clicks multiplier and Gems! 💰 Buy upgrades to progress faster! ⏫ Discover Islands high above! 🏆 Climb the leaderboards & become a Clicking God! 🔔 Updates every week! FOLLOW & FAVORITE to be notified!
2022-07-05 01:42:19|3155|10319|1.4M+|11/28/2021|7/5/2022|12|All Genres|[🍩UPDATE 0.5] Legend PieceBy - Legend Studio -|- Legend Studio -|8123652942|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=ada58a6a-3640-43e2-9b87-80fc7444abaa&PageType=Games&PlaceId=8123652942&Position=13&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-07-05T06:42:04.522Z|❗❗❗ Welcome to Legend Piece ❗❗❗ 🏴‍☠️👑 Join and become a Pirate and train to become the Pirate King in Legend Piece. ⚔️ 🎓 Information: Current Level cap: 500 Current Bounty cap: 1M Current Fruits in the game: Dough Light Magma Quake Flame Ice Paw Sand Invisible Current Swords in the game: Katana DarkBlade ❓ FAQ: - Fruits spawn in the map every hour and despawn after 15 minutes. - You can buy fruits from the Black Market. He restocks random fruits every hour. 🎁 Join our group for extra rewards: https://www.roblox.com/groups/13073914 👏 Join the Legend Piece Dsrd server for more codes and the Trello for more information about the game. 🎮 Control: Q - Dash Ctrl - Sprint/Run Double spacebar - SkyJump F- Flash Step J - Armament Platforms: PC Mobile
2022-07-05 01:42:20|5058|10029|1.0M+|12/21/2021|7/5/2022|10|All Genres|[EVENT] Pet PosseBy Meiling|Meiling|8303902695|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=ada58a6a-3640-43e2-9b87-80fc7444abaa&PageType=Games&PlaceId=8303902695&Position=11&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-07-05T06:42:04.522Z|Use Code 10KLikes For 50 Mega Coin! 15k Likes for a secret code! Hello there users!🧒 Are you up for an adventure?🌴 Welcome to Pet Posse!🎮 Join family and friends in this adventurous game.👪 Collect coins unlock new areas and hatch rare pets! 🏝️ Link your clothing to your pet for any price and gain Robux from every sale! Enter the world of Pet Posse! 🌟 Marketplace Disclaimer: All gamepasses and shirts are purchased on Robloxs end so we have no way to prevent a purchase if a player takes down their pet before you buy their product. You have been warned and there is an unlikely chance you will be refunded.
2022-07-05 01:42:20|5258|684580|352.6M+|6/12/2020|7/1/2022|10|Adventure|☄️Dont Press The Button 4By [GS] Red Scorpion|[GS] Red Scorpion|5171093784|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=ada58a6a-3640-43e2-9b87-80fc7444abaa&PageType=Games&PlaceId=5171093784&Position=19&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-07-05T06:42:04.524Z|👍 NEXT UPDATE AT 280000 LIKES! ☄️ Current Stages: 126 📌 Join the group for bigger daily reward! Welcome to Dont Press The Button 4! There is a button in the middle of nowhere the button is in your power to use will you go rogue and press it or will you follow the rules and not press the button? What chaos can the button cause? 🧯 (RECENT UPDATE!) [06/15] - 🧯 House Fire.. Extinguish all the flames before it spreads out in the city! - 🎨 Color Tower.. Stand on the correct color blocks to reach the top! - 🏛️ The Ruins! Memorize the hidden rock paths to find the exit.. - 🔥 2 New Gears! 💎 (PREVIOUS UPDATE!) [05/27] - 💎 Crystal Cave.. Keep mining until you find the diamond! - 🎪 Light Switch.. Stay close to places with light to survive the darkness! - 🌲 Switching Pads.. Reach the finish line to complete the obby! ✉️ We always update the game frequently make sure to check often so you dont miss something.
2022-07-05 01:42:21|1720|63174|5.6M+|11/25/2019|7/2/2022|1|Adventure|FORCE [PRE-ALPHA]By Monky Studios|Monky Studios|4459593483|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=ada58a6a-3640-43e2-9b87-80fc7444abaa&PageType=Games&PlaceId=4459593483&Position=2&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-07-05T06:42:04.520Z|This game is in PRE-ALPHA! Bugs are ENSURED. A Star Wars inspired action-adventure game. Major Contributions from: @Wyv_n (Reinforced Moderation AI) @Disrespectly (Skills) @Rohanjari @LizoomHD @Sarovik_Z @AlsoRyguy (Modeling) @HammerWood @mrworker5 @Nilvaat (Building) @Blotnik (Clothes) @HammerWood (Animations) @Devegade (Particles) Minor Contributions from: @Fewice (Building) @LizoomHD (Building) @Nilvaat (Modeling) @Yuml_I (Modeling) @magidandy (Faces)
2022-07-05 01:42:21|11297|139062|51.2M+|6/5/2021|7/4/2022|1|Town and City|(Update) Car Driving IndonesiaBy @Pengemudiindonesiaa|@Pengemudiindonesiaa|6911148748|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=ada58a6a-3640-43e2-9b87-80fc7444abaa&PageType=Games&PlaceId=6911148748&Position=7&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-07-05T06:42:04.522Z|Car Driving Indonesia (CDID) is back to give you the experience of driving meet new friends and roleplaying together through the ever-evolving map of Indonesia. [CDID UPDATE LOG V.0.6] - 114 NEW Vehicles + Few reworked cars - New Map Jawa Tengah (PHASE 1) - New Main Menu & UI - New Car Modification System - Reworked Sentul & Villa Roads - Increase Maximum Car Slot - New Gamepass (Rare Imports) - Bug fixes ⚠ This game is not finished there will be more updates to come If you enjoy the game dont forget to give it a like! 👍 (Curious about future updates or found a bug in our game? Join our group using the social link below) (Shutdown means Server Fix/Update)
