Date|Active Users|Favorites|Total Visits|Date Created|Last Updated|Server Size|Genre|Title|Creator|gameID|Category|URL|Description
2022-02-22 11:00:35|43994|2147853|466.9M+|1/20/2019|2/6/2022|16|Horror|3008[2.7]By@uglyburger0|@uglyburger0|2768379856|Popular|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=66e1eb0d-d0ed-4286-b01d-04b6426f5d08&PageType=Games&PlaceId=2768379856&Position=22&SortName=Popular&SortPosition=3&LocalTimestamp=2022-02-22T17:00:34.269Z|Version 2.7 Dont follow any links put in-game. They will scam you! Thumbnail by: @Plague_Dash -- SCP-3008 the infinite IKEA. Wander through the vast horror land of furniture located within SCP-3008-1. Build a base survive from employees. Stay alive.
2022-02-22 11:00:36|25799|134147|38.9M+|12/25/2021|2/22/2022|12|All Genres|[🔮x2]AnimePunchingSimulatorByJustGames..|Just Games..|8357510970|Popular|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=66e1eb0d-d0ed-4286-b01d-04b6426f5d08&PageType=Games&PlaceId=8357510970&Position=19&SortName=Popular&SortPosition=3&LocalTimestamp=2022-02-22T17:00:34.268Z|Welcome to Anime Punching Simulator! 👍New Code at 100k Likes👍 ⌛ Use Code Release for 250 Energy! ⌛ Use Code 70KLIKES for Free Boost! ⚡Click to gain energy ⚡ 🔄 Rebirth to earn gems🔄 👊 Buy heroes with gems to become powerful! 👊 📋 Updates every week! Follow Us @AtanHeroX @AnimePunchJG Made by @AtanHero Anime Characters By @Bannn_17
2022-02-22 11:00:36|48059|5803595|2.2B+|11/2/2016|2/12/2022|7|Adventure|BuildABoatForTreasureByChillzStudios|Chillz Studios|537413528|Popular|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=66e1eb0d-d0ed-4286-b01d-04b6426f5d08&PageType=Games&PlaceId=537413528&Position=12&SortName=Popular&SortPosition=3&LocalTimestamp=2022-02-22T17:00:34.267Z|Build your ship and set sail for your adventure! Liked the game? Dont forget to leave a Thumbs Up(👍) and Favorite(🌟) . Thank you! Dont forget to check out our group! https://www.roblox.com/My/Groups.aspx?gid=2782840 Group Perks: ✨Member✨ --- 25% more gold! 💫Mega Member💫 --- 300% more health! --- 25% more gold! 🌟Royal Member🌟 --- +4 Barrels Of TNT! --- 300% more health! --- 25% more gold!
2022-02-22 11:00:37|59615|12216751|7.3B+|4/10/2017|2/22/2022|15|Adventure|Royale🏰HighBy@callmehbob|@callmehbob|735030788|Popular|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=66e1eb0d-d0ed-4286-b01d-04b6426f5d08&PageType=Games&PlaceId=735030788&Position=8&SortName=Popular&SortPosition=3&LocalTimestamp=2022-02-22T17:00:34.266Z|♡Happy Valentines Black History Month and Lunar New Year!♡ ✧~❄~✧~❄~✧ Welcome to Royale High your ever-growing dream world! ✧~♡~✧ ♡Use your Teleportation Sceptre to fast-travel across magical lands with secrets to explore & fun games to play! ♡Games earn you the valuable currency 💎Diamonds increases your level & challenges your knowledge and skills! ♡Spend your diamonds in the shop which sells special items during real-life seasons. ♡Dress your character to suit your mood & personality~ free makeup hairstyles & thousands of unique outfits for any occasion! ♡Level up at Royale High School by attending classes! The higher grades you receive the more rewards you earn! ♡Make sure to bring the right book to class from your locker and turn in your completed homework! ♡Try to balance your studies and socializing as many best friends have been made within these halls♡
2022-02-22 11:00:37|57298|2102340|2.6B+|5/27/2021|2/22/2022|40|All Genres|BedWars🧙‍♂️[NEWENCHANTS!]ByEasy.gg|Easy.gg|6872265039|Popular|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=66e1eb0d-d0ed-4286-b01d-04b6426f5d08&PageType=Games&PlaceId=6872265039&Position=10&SortName=Popular&SortPosition=3&LocalTimestamp=2022-02-22T17:00:34.266Z|🔥🔥🔥 UPDATE TIME: Friday 3:00pm PST 🔥🔥🔥 Controls: [Shift]: Sprint [E]: Open Inventory [Q]: Drop item [Ctrl]: Lock camera [T]: Use Emote How to play BedWars: 📡 Join the BedWars queue in the Lobby to find a game 🛌 Protect your base. Once its gone you can no longer respawn! 💎 Gather resources to purchase items and team upgrades 🏹 Destroy enemy beds and eliminate players to win the game! ✨ Play custom modes like SkyWars and Lucky Block! 💖 Easy Games
2022-02-22 11:00:38|26833|210919|71.2M+|9/25/2021|2/21/2022|10|All Genres|[UPD7]⚡ClickerSimulator!⚡ByPressureStudios|Pressure Studios|7560156054|Popular|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=66e1eb0d-d0ed-4286-b01d-04b6426f5d08&PageType=Games&PlaceId=7560156054&Position=23&SortName=Popular&SortPosition=3&LocalTimestamp=2022-02-22T17:00:34.269Z|👍 NEW CODE AT 175K LIKES! LIKE THE GAME (Use last code unlock 150KCLICKS) 👊 Join the community server for codes update news and to trade with other players! Link down below! 🔔 UPDATE 7 🔔 ⚙️ NEW STEAMPUNK ISLAND! 🥚 NEW STEAMPUNK EGG WITH 9 NEW PETS! ❓ NEW SECRET PET IN STEAMPUNK EGG! 🐸 NEW REBIRTH & CRAFTED PETS! 🐉 NEW LIMITED TIME EXCLUSIVE PETS! ⭐LIMITED TIME 50M EVENT EGG WILL BE IN-GAME FOR ONLY 3 MORE DAYS! ☑️ Roblox Premium members can equip 1 extra pet! 💨 Double-tap your jump button to Double Jump! (PC = Spacebar Mobile = Jump Button) HOW TO PLAY: ⚡ Click to get clicks! 🐾 Hatch collect and trade LEGENDARY pets! 🔄 Rebirth to get a Clicks multiplier and Gems! 💰 Buy rebirth pets & buttons to help you on your journey! ⏫ Unlock more Double Jumps & discover Islands high above! 🏆 Climb the leaderboards & become a Clicking God! 🔔 Updates every week! FOLLOW & FAVORITE to be notified!
2022-02-22 11:00:38|16680|9048120|3.7B+|8/18/2015|2/21/2022|16|FPS|ArsenalByROLVeCommunity|ROLVe Community|286090429|Popular|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=66e1eb0d-d0ed-4286-b01d-04b6426f5d08&PageType=Games&PlaceId=286090429&Position=24&SortName=Popular&SortPosition=3&LocalTimestamp=2022-02-22T17:00:34.269Z|Race to the top through a massive Arsenal of weapons! Conquer the day in fast paced arcade gameplay from bazookas to spell books each weapon will keep you guessing on whats next! Earn BattleBucks and trick out your game with a huge cast of characters melees kill effects skins and more! Join the ROLVe Community group for an in-game chat tag and 25% more BattleBucks and XP!
2022-02-22 11:00:39|24776|1844401|1.1B+|1/27/2019|2/20/2022|40|Town and City|DaHoodByDaHoodEntertainment|Da Hood Entertainment|2788229376|Popular|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=66e1eb0d-d0ed-4286-b01d-04b6426f5d08&PageType=Games&PlaceId=2788229376&Position=18&SortName=Popular&SortPosition=3&LocalTimestamp=2022-02-22T17:00:34.268Z|A difficult game read below for tips. Account has to be at least 10 days to play. [PC/XBOX Controls][F/ButtonY - Block][E/PadDown - Stomp][G/PadUp - Carry][LCTRL+ButtonB - Crouch] Crouch+Carry = Ragdoll thrown. You can weave 100% if you time at the right time when blocking. To gain muscle buy weights at fitness. Eat lettuce to reduce muscle. Cop: To join cops go to the police station if you execute anyone without cuffs youll be automatically kicked off. Use cuffs instead. Criminals: Ransack banks and several others small time shops in order to gain wanted or cash. Gun saves - however can be lost by death or logging when KO or 0 ammo. cash drop takes 30% Game-Commands: /e stats
2022-02-22 11:00:39|11641|128796|11.4M+|2/5/2022|2/22/2022|24|All Genres|PLSDONATE💸[NEW]By@haz3mn|@haz3mn|8737602449|Popular|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=66e1eb0d-d0ed-4286-b01d-04b6426f5d08&PageType=Games&PlaceId=8737602449&Position=31&SortName=Popular&SortPosition=3&LocalTimestamp=2022-02-22T17:00:34.273Z|💸 PLS DONATE is a game where you can claim stands and make it say anything you want! You can donate or make Robux by having clothing on sale. Your on sale clothing will automagically appear on your stand! ⚠️ Donations are done through clothing sales which can take up to a week to receive. The Robux shown in-game is the price at the time of sale. The Robux you receive may be less due to Roblox taxes. You can see your pending Robux here: https://www.roblox.com/transactions ⭐ Please consider liking and favoriting the game for more updates also join the Quataun group for future perks! 🐛 Please note the game is still in beta which means you might encounter some bugs while playing thank you for understanding! Designer & Programmer: @haz3mn @fewkz (roblox) Digital Distribution: Quataun (roblox group)
2022-02-22 11:00:40|18064|680365|262.5M+|5/6/2018|2/21/2022|1|Adventure|[💖VALENTINES💖]GrandPieceOnlineByGrandQuestGames|Grand Quest Games|1730877806|Popular|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=66e1eb0d-d0ed-4286-b01d-04b6426f5d08&PageType=Games&PlaceId=1730877806&Position=13&SortName=Popular&SortPosition=3&LocalTimestamp=2022-02-22T17:00:34.267Z|PC ONLY Long awaited naval adventure experience. Work towards your ideal build discover hidden locations and challenge difficult bosses while competing with others! Scavenge the lands for treasure and exotic fruits known to empower their eaters. Hunt the pirates or side with them. Perhaps youll join a crew or better yet make one yourself. 2x legendary fruit rates are AUTOMATICALLY applied every friday-sunday Miscellaneous controls: M-Menu Ctrl-Climb P-Sit on ship WW-Sprint
2022-02-22 11:00:40|158761|3228040|3.1B+|1/22/2021|2/12/2022|10|All Genres|[❤️Axolotls!]PetSimulatorX!ByBIGGamesSimulators|BIG Games Simulators|6284583030|Popular|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=66e1eb0d-d0ed-4286-b01d-04b6426f5d08&PageType=Games&PlaceId=6284583030&Position=1&SortName=Popular&SortPosition=3&LocalTimestamp=2022-02-22T17:00:34.263Z|👍 NEXT BIG CODE AT 2.5MM LIKES! ❤️💙 Use code 404roblox for x8 Triple Coins Boosts! (Thanks for 2MM 💝!) Pet Simulator X is the latest and greatest game in the Pet Simulator Series with tons of new features worlds to explore and hundreds of super cool pets! 💰 Collect coins to buy hundreds of eggs! 🥚 Hatch LEGENDARY pets like a Dragon or Unicorn! 🗺️ Unlock new worlds like the floating islands! ✔️ Collect and trade pets with other players! ✨ ENCHANT and UPGRADE pets or fuse them together! 😎 Collect HUNDREDS of unique pets! 🎁 Latest Update [2/12/22] - ❤️ Axolotls! - 🌊 Ocean World! - 🥚 Axolotl Eggs! - ❔ The Void - 🌀 Hacker Portal! - 🔥 Machines Uplift! - ✨ New Exclusive Egg! + TONS MORE! 🧡 Made with love by Preston 🔔 Follow for game updates! 🔔
2022-02-22 11:00:41|39184|1654017|882.4M+|7/5/2020|2/16/2022|40|Town and City|GachaOnline✨By@SnowdustDev|@SnowdustDev|5289509545|Popular|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=66e1eb0d-d0ed-4286-b01d-04b6426f5d08&PageType=Games&PlaceId=5289509545&Position=32&SortName=Popular&SortPosition=3&LocalTimestamp=2022-02-22T17:00:34.273Z|➡️ Gacha Onlines content is 100% free for everyone to enjoy 🌟 ⬅️ [ Game Version 1.6 - Attachment Update! ] 🔊 Subscribe to see UPDATE SNEAK PEEKS and livestreams!! ♦️ https://www.youtube.com/Snowdust?sub_confirmation=1 ~~~~~~~ Welcome to Gacha Online BETA! ~~~~~~~ (*・ω・)ﾉ Make your Gacha OCs in Roblox ⭐WITH MULTIPLAYER!⭐ Have fun Roleplaying Exploring and meeting new friends! -- Design your own character using BILLIONS of outfits! -- Make Gacha Mini Movies! -- COMPLETELY FREE CUSTOMIZATION! :D -- Made with ❤️ by Team Snowdust! -- Remember to like 👍 the game and tell your friends! This is an official fangame of the Gacha Club and Gacha Life series made by Lunime. You can find them on the app store! Credits: Some maps from Maddoktor2 Boatbombers windshake This experience may include paid advertisements that are labeled as Paid Ads and use assets from @AdvertUploader. Thanks everyone for all the support! Exciting things to come :)
2022-02-22 11:00:41|71317|14144821|7.5B+|1/18/2014|2/9/2022|12|Horror|MurderMystery2By@Nikilis|@Nikilis|142823291|Popular|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=66e1eb0d-d0ed-4286-b01d-04b6426f5d08&PageType=Games&PlaceId=142823291&Position=5&SortName=Popular&SortPosition=3&LocalTimestamp=2022-02-22T17:00:34.265Z|Can you solve the Mystery and survive each round? INNOCENTS: Run and hide from the Murderer. Use your detective skills to expose the Murderer. SHERIFF: Work with the Innocents; you are the only one with a weapon who can take down the Murderer. MURDERER: Eliminate EVERYONE. Dont get shot by the sheriff. Collect and trade hundreds of knives! Check out my profile for quick links to my pages! Like follow and subscribe for exclusive update news free knife codes and more!
2022-02-22 11:00:41|433224|12323699|16.0B+|4/21/2020|2/11/2022|18|Town and City|Brookhaven🏡RPBy@Wolfpaq|@Wolfpaq|4924922222|Popular|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=66e1eb0d-d0ed-4286-b01d-04b6426f5d08&PageType=Games&PlaceId=4924922222&Position=2&SortName=Popular&SortPosition=3&LocalTimestamp=2022-02-22T17:00:34.264Z|A place to hang out with like minded people and roleplay. Own and live in amazing houses drive cool vehicles and explore the city. Be whoever you want to be in Brookhaven RP. Thanks for playing! Wanted to thank Roblox staff for fixing the publishing issue. Private Server Controls: To open private server controls you must be owner of a server and click the grey button on top left of screen.
2022-02-22 11:00:42|24726|17168404|5.6B+|1/6/2017|2/21/2022|30|Town and City|JailbreakByBadimo|Badimo|606849621|Popular|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=66e1eb0d-d0ed-4286-b01d-04b6426f5d08&PageType=Games&PlaceId=606849621&Position=17&SortName=Popular&SortPosition=3&LocalTimestamp=2022-02-22T17:00:34.268Z|🏁 The OFFICIAL McLaren F1 Event has begun! Drive the new MCL36 for FREE for a limited time or buy the car to keep it FOREVER! February already! Our newest update is here! 🚀 - Season 8 has begun! With FUTURISTIC prizes including... 🤖 - The CELSIOR! Hover around in style. Free at Level 10! 🔥 - New GARAGE! With Favorites Sorting Grid view and much more! 💰 - New Vehicle: The Badger! Find it at the Museum for 45k Cash! ☀️ - New Spring Map! Enjoy more colors than ever. 🏆 Jailbreak is an award-winning game played over five billion times where you can orchestrate a robbery or stop the criminals before they get away! Team up with friends for even more fun and plan the ultimate raid or heist. What role will you play? 🖥 Programmed by Badcc. @badccvoid 🎨 Designed by asimo3089. @asimo3089
